name,newprice,oldprice,stock,warranty,data,productlink
"HP Victus 15-fb0049ne Gaming Laptop - Ryzen 5-5600H 6-Cores - Radeon RX 6500M 4GB - 8GB DDR4-3200 - 512GB PCIe® Gen4 NVMe - 15.6 FHD IPS 144Hz.","27750","30000","In Stock","ضمــــان ســــنة","Processor: AMD Ryzen™ 5 5600H (6 cores and 12 threads and up to 4.2 GHz)Graphics: AMD Radeon™ RX 6500M (4 GB GDDR6)Memory: 8 GB DDR4-3200Storage: 512 GB PCIe® Gen4 NVMe™ SSDDisplay: 15.6" FHD (1920 x 1080) and 144 Hz and IPS and 250 nits brightnessBattery: 52.5 Wh and up to 8.5 hours and fast charge (50% in 45 mins)Wi-Fi: Wi-Fi 6 and Bluetooth® 5.3Ports: USB Type-C® and USB Type-A and HDMI 2.1 and RJ-45 and headphone/mic comboWeight: 2.29 kgEco Features: Contains recycled plastic materials","https://www.sigma-computer.com/item?id=7437&name=HP_Victus_15-fb0049ne_Gaming_Laptop_-_Ryzen_5-5600H_6-Cores_-_Radeon_RX_6500M_4GB_-_8GB_DDR4-3200_-_512GB_PCIe®_Gen4_NVMe_-_15.6_FHD_IPS_144Hz._"
"GIGABYTE G6X 9KG - Intel Core i7 13650HX - NVIDIA RTX 4060 8GB GDDR6 - 16GB DDR5 4800MHz - 512GB M.2 SSD - 16 WUXGA 1920x1200 165Hz - DOS","52999","57000","Out Of Stock","ضمــــان سنتيــــن","Processor: Intel® Core™ i7-13650HX (14 cores and 20 threads and up to 4.9 GHz)Graphics: NVIDIA® GeForce RTX™ 4060 (8GB GDDR6)Display: 16.0" WUXGA (1920x1200) and 165Hz and 16:10 aspect ratioMemory: 16GB DDR5 (upgradable to 64GB)Storage: 512GB M.2 SSD (2x M.2 slots and supports up to 4TB)Keyboard: RGB Backlit and 1.5mm key travelPorts: USB Type-A and Type-C and HDMI 2.1 and RJ-45 and Audio jackConnectivity: Wi-Fi 6E and Bluetooth 5.2Battery: 73Wh and 180W AC AdapterWeight: ~2.5 kg (~5.64 lbs)Security: TPM and Kensington Lock Slot","https://www.sigma-computer.com/item?id=7420&name=GIGABYTE_G6X_9KG_-_Intel_Core_i7_13650HX_-_NVIDIA_RTX_4060_8GB_GDDR6_-_16GB_DDR5_4800MHz_-_512GB_M.2_SSD_-_16_WUXGA_1920x1200_165Hz_-_DOS"
"Gigabyte Aorus 16X 9SG 2024 Intel core i7-13650HX- Nvidia RTX 4070 8GB- 16GB DDR5 4800Mhz- 1TB SSD -16 inch WQXGA 165HZ- Win11","80999","87000","Out Of Stock","ضمــــان سنتيــــن","AORUS 16X 9SG 2024:Processor: Intel® Core™ i7-13650HX (6 P-cores and 8 E-cores and up to 4.9 GHz) (14c-20t)Graphics: NVIDIA® GeForce RTX™ 4070 Laptop GPU and 8GB GDDR6Display: 16.0" 16:10 WQXGA (2560x1600) and 165Hz and 100% sRGB and Dolby Vision® and G-SYNCMemory: 2 x DDR5 slots (up to 64GB and DDR5-4800MHz)Storage: 2 x M.2 SSD slots and each 1TBKeyboard: 3-zone RGB and 1.7mm key travel and N-Key rolloverPorts:
	
Left: 1 x DC in and 1 x RJ-45 and 1 x HDMI 2.1 and 1 x Type-A USB 3.2 and 1 x Type-C Thunderbolt™ 4
Right: 1 x Type-A USB 3.2 and 1 x Type-C USB 3.2 and 1 x MicroSD and 1 x Audio JackLeft: 1 x DC in and 1 x RJ-45 and 1 x HDMI 2.1 and 1 x Type-A USB 3.2 and 1 x Type-C Thunderbolt™ 4Right: 1 x Type-A USB 3.2 and 1 x Type-C USB 3.2 and 1 x MicroSD and 1 x Audio JackAudio: 2 x 2W speakers and Dolby Atmos® and Smart Amp TechnologyWebcam: FHD (1080p) IR webcam and Windows Hello supportDimensions: 35.6 x 25.4 x 2.02.7 cm (14.01 x 10 x 0.781.06 inches)Weight: ~2.3 kg (5.07 lb)Color: Midnight Gray","https://www.sigma-computer.com/item?id=7418&name=Gigabyte_Aorus_16X_9SG_2024_Intel_core_i7-13650HX-_Nvidia_RTX_4070_8GB-_16GB_DDR5_4800Mhz-_1TB_SSD_-16_inch_WQXGA_165HZ-_Win11"
"Acer Nitro V Gaming Laptop Intel Core i5-13420H Processor NVIDIA GeForce RTX 3050 6GB Laptop GPU 15.6 FHD IPS 144Hz Display 8GB DDR5 512GB Gen 4 SSD WiFi 6 Backlit KB","35499","36500","Out Of Stock","no warranty","Processor: Intel Core i5-13420H (Cores: 6 Threads: 12 threads )GPU: NVIDIA GeForce RTX 3050 6GB version Laptop GPU (Good for gaming with ray tracing support)Display: 15.6" FHD IPS and 144Hz (Smooth visuals with high refresh rate for gaming)RAM: 8GB DDR5 (Fast memory and but upgradeable for more intensive tasks)Storage: 512GB Gen 4 SSD (Fast storage and good for gaming and apps)Connectivity: WiFi 6 (Fast and reliable wireless connection)Keyboard: Backlit (Great for gaming in low-light environments)","https://www.sigma-computer.com/item?id=7407&name=Acer_Nitro_V_Gaming_Laptop_Intel_Core_i5-13420H_Processor_NVIDIA_GeForce_RTX_3050_6GB_Laptop_GPU_15.6_FHD_IPS_144Hz_Display_8GB_DDR5_512GB_Gen_4_SSD_WiFi_6_Backlit_KB"
"Dell Inspiron 16 7640 2-in-1 laptop Intel Core Ultra 7 155H 1TB SSD 16GB Ram Intel Arc Graphics 16","56999","59000","In Stock","ضمــــــان سنــــــة","Processor: Intel Core Ultra 7 155H (16 Cores and 3.8 GHz and up to 4.8 GHz Turbo)Memory: 16GB DDR5 (6400 MHz)Storage: 1TB M.2 SSDDisplay: 16-inch WUXGA (1920x1200) and IPS and 300 nits and TouchscreenGraphics: Intel Arc GraphicsOperating System: Windows 11 HomeNetworking: Wi-Fi 6E and Bluetooth 5.3Audio: Quad Tuned Speakers with Dolby AtmosWeight: 2.18 kgWarranty: 1 Year On-Site WarrantyColor: Ice Blue","https://www.sigma-computer.com/item?id=7406&name=Dell_Inspiron_16_7640_2-in-1_laptop_Intel_Core_Ultra_7_155H_1TB_SSD_16GB_Ram_Intel_Arc_Graphics_16"
"Lexar SL500M 2TB External SSD with Magnetic Set and USB3.2 Gen2x2 Portable SSD and up to 2000MB/s Read and Compact External Solid State Drive Ultra Slim Compatible with iPhone 15 Series/Mac/PS5/XBOX/Laptop/PC","8999","10800","In Stock","no warranty","Storage Capacity: 1TB and providing ample space for your data and games and media files and and more.Interface: USB 3.2 Gen2x2 and ensuring fast data transfer speeds and compatibility with a wide range of devices.Read Speed: Up to 2000MB/s and allowing for ultra-fast access to your files and making it ideal for gaming and video editing and or any data-heavy tasks.Magnetic Set: The inclusion of a magnetic set allows the drive to be mounted securely on compatible surfaces and offering added convenience for portability.Slim and Compact Design: Ultra-slim and lightweight form factor and making it easy to carry around and use on-the-go.Compatibility: Works seamlessly with devices like iPhone 15 Series and Mac and PS5 and Xbox and laptops and and PCs and making it versatile for different needs and platforms.","https://www.sigma-computer.com/item?id=7364&name=Lexar_SL500M_2TB_External_SSD_with_Magnetic_Set,_USB3.2_Gen2x2_Portable_SSD,_up_to_2000MB/s_Read,_Compact_External_Solid_State_Drive_Ultra_Slim_Compatible_with_iPhone_15_Series/Mac/PS5/XBOX/Laptop/PC"
"Lexar SL500M 1TB External SSD with Magnetic Set and USB3.2 Gen2x2 Portable SSD and up to 2000MB/s Read and Compact External Solid State Drive Ultra Slim Compatible with iPhone 15 Series/Mac/PS5/XBOX/Laptop/PC","5499","6000","In Stock","no warranty","Storage Capacity: 1TB of high-speed storage and perfect for storing large files and games and videos and and more.Speed: Equipped with USB 3.2 Gen 2x2 interface and it delivers up to 2000MB/s read speeds and providing rapid file transfers.Magnetic Set: Comes with a magnetic set for secure mounting and ideal for use in tight spaces or when you need to keep it in place.Compact Design: Ultra-slim and lightweight and making it portable and easy to carry on the go.Wide Compatibility: Works seamlessly with devices like the iPhone 15 series and Mac and PS5 and Xbox and laptops and and PCs. It's perfect for gamers and professionals and or anyone who needs quick access to large amounts of data.","https://www.sigma-computer.com/item?id=7363&name=Lexar_SL500M_1TB_External_SSD_with_Magnetic_Set,_USB3.2_Gen2x2_Portable_SSD,_up_to_2000MB/s_Read,_Compact_External_Solid_State_Drive_Ultra_Slim_Compatible_with_iPhone_15_Series/Mac/PS5/XBOX/Laptop/PC"
"Lexar NM610PRO 1TB SSD and NVME 1.4 PCIe Gen3x4 M.2 2280 Internal SSD and Up to 3300MB/s Read and 2600MB/s Write and 3D NAND Flash Internal Solid State Drive for Laptop and Desktop Computer and PC","2699","2950","In Stock","no warranty","Type: Internal SSDForm Factor: M.2 2280Interface: NVMe 1.4 and PCIe Gen3x4Capacity: 1TBRead Speed: Up to 3300 MB/sWrite Speed: Up to 2600 MB/s","https://www.sigma-computer.com/item?id=7354&name=Lexar_NM610PRO_1TB_SSD,_NVME_1.4_PCIe_Gen3x4_M.2_2280_Internal_SSD,_Up_to_3300MB/s_Read,_2600MB/s_Write,_3D_NAND_Flash_Internal_Solid_State_Drive_for_Laptop,_Desktop_Computer,_PC"
"Lexar 2TB Professional NM800 PRO SSD with Heatsink PCIe Gen4 NVMe M.2 2280 Internal Solid State Drive and Up to 7500/6500 MB/s Read/Write and for PS5 and Gamers and Creators and Black (LNM800P002T-RN8NG)","7999","8350","In Stock","no warranty","Form Factor: M.2 2280Interface: PCIe Gen4 x4 and NVMe 1.4Speed: Up to 7500 MB/s (Read) and 6500 MB/s (Write)Compatibility: PS5 and PCs and LaptopsCooling: Integrated heatsinkUse Case: Gamers and Creators and Professionals","https://www.sigma-computer.com/item?id=7353&name=Lexar_2TB_Professional_NM800_PRO_SSD_with_Heatsink_PCIe_Gen4_NVMe_M.2_2280_Internal_Solid_State_Drive,_Up_to_7500/6500_MB/s_Read/Write,_for_PS5,_Gamers_and_Creators,_Black_(LNM800P002T-RN8NG)"
"Lexar LD5DS016G-B4800GSST 1x16GB DDR5 4800Mhz RAM","2499","3450","In Stock","no warranty","Capacity: 16 GB (1 x 16 GB)Type: DDR5 SODIMMSpeed: 4800 MHzCAS Latency: CL40Voltage: 1.1VCompatibility: Laptops with DDR5 support","https://www.sigma-computer.com/item?id=7342&name=Lexar_LD5DS016G-B4800GSST_1x16GB_DDR5_4800Mhz_RAM"
"Asus TUF Gaming A15 FA507NUR-LP007W Laptop and AMD Ryzen 7 7435HS and 512GB SSD and 16GB RAM and 15.6 Inch FHD Display 144Hz and NVIDIA GeForce RTX 4050 6GB and Windows 11- Jaeger Gray","44999","46499","In Stock","ضمــــــان سنــــة","Processor: AMD Ryzen™ 7 7435HS (3.1GHz and up to 4.5GHz and 8 cores and 16 threads)Graphics: NVIDIA® GeForce RTX™ 4050 (6GB GDDR6) TGP (140W)RAM: 16GB DDR5-4800 (Dual channel support)Storage: 512GB M.2 NVMe™ PCIe® 4.0 SSDDisplay: 15.6-inch FHD (1920 x 1080) and 144Hz and IPS-level and 100% sRGBOS: Windows 11Keyboard: Backlit Chiclet Keyboard with 1-Zone RGBColor: Graphite Black","https://www.sigma-computer.com/item?id=7333&name=Asus_TUF_Gaming_A15_FA507NUR-LP007W_Laptop,_AMD_Ryzen_7_7435HS,_512GB_SSD,_16GB_RAM,_15.6_Inch_FHD_Display_144Hz,_NVIDIA_GeForce_RTX_4050_6GB,_Windows_11-_Jaeger_Gray"
"ASUS TUF Gaming F15 FX507VI-LP066W Gaming Laptop Intel Ci7-13620H 16GB RAM 1TB SSD RTX 4070 8GB 15.6” FHD 144Hz Win11","67499","78450","In Stock","ضمــــــان سنــــة","Processor: Intel® Core™ i7-13620H and up to 4.9 GHz and 10 coresMemory: 16GB (8GB DDR5-4800 SO-DIMM x2)Storage: 1TB PCIe® 4.0 NVMe™ M.2 SSDGraphics: NVIDIA® GeForce RTX™ 4070 and 8GB GDDR6Display: 15.6-inch FHD (1920 x 1080) and 144HzOperating System: Windows 11 HomeColor: Jaeger Gray","https://www.sigma-computer.com/item?id=7332&name=ASUS_TUF_Gaming_F15_FX507VI-LP066W_Gaming_Laptop_Intel_Ci7-13620H_16GB_RAM_1TB_SSD_RTX_4070_8GB_15.6”_FHD_144Hz_Win11"
"ASUS ROG Strix G16 G614JV-N3487W | 13th Gen Intel Core i7-13650HX Processor | DDR5 16GB | 1TB PCIe 4.0 NVMe M.2 SSD | NVIDIA GeForce RTX 4060 Laptop GPU 8GB | 16","67999","75800","Out Of Stock","no warranty","OS: Windows 11 HomeProcessor: Intel Core i7-13650HX (13th Gen) – 14 cores (6P + 8E) and up to 4.9 GHzGPU: NVIDIA GeForce RTX 4060 and 8GB GDDR6 and 140WDisplay: 16" FHD+ (1920x1200) and IPS and 165Hz and 100% sRGB and G-Sync and Dolby VisionRAM: 16GB DDR5 (upgradable to 32GB)Storage: 1TB PCIe 4.0 NVMe SSDPorts: Thunderbolt 4 and USB-C and HDMI 2.1 and RJ45 LANNetwork: Wi-Fi 6E and Bluetooth 5.3Keyboard: RGB Backlit (4-zone)Audio: Dolby Atmos and AI noise cancellationCamera: 720p HDBattery: 90Wh and 280W chargerWeight: 2.5 kg","https://www.sigma-computer.com/item?id=7331&name=ASUS_ROG_Strix_G16_G614JV-N3487W_|_13th_Gen_Intel_Core_i7-13650HX_Processor_|_DDR5_16GB_|_1TB_PCIe_4.0_NVMe_M.2_SSD_|_NVIDIA_GeForce_RTX_4060_Laptop_GPU_8GB_|_16"
"LENOVO LOQ 15IRX9 83DV00P4AX GAMING LAPTOP INTEL Core i5-13450HX 10 Cores – NVIDIA GeForce RTX 3050 6GB – 16GB RAM DDR5 512GB SSD– 15.6 FHD 100% sRGB IPS 144HZ","38799","42500","In Stock","ضمــــــان سنــــــة","Processor: Intel® Core™ i5-13450HX (10C and 16T and up to 4.6 GHz)Graphics: NVIDIA® GeForce RTX™ 3050 (6GB GDDR6)Memory: 16GB SO-DIMM DDR5-4800 (up to 32GB)Storage: 512GB SSD (M.2 2242 PCIe® 4.0x4) + supports up to 2 drivesDisplay: 15.6" FHD (1920x1080) and 144Hz and G-SYNC®Weight: Starting at 2.38 kg (5.25 lbs)Connectivity: Wi-Fi® 6 and Bluetooth 5.2 and various USB ports and HDMI® 2.1Battery: Integrated 60WhOperating System: None (OS not included)Security: Firmware TPM 2.0 and E-shutter","https://www.sigma-computer.com/item?id=7329&name=LENOVO_LOQ_15IRX9_83DV00P4AX_GAMING_LAPTOP_INTEL_Core_i5-13450HX_10_Cores_–_NVIDIA_GeForce_RTX_3050_6GB_–_16GB_RAM_DDR5_512GB_SSD–_15.6_FHD_100%_sRGB_IPS_144HZ"
"Laptop HP 15S EQ2383NIA - AMD Ryzen 3 5300U - AMD Radeon Graphics - 8GB DDR4 3200MHz - 256GB NVMe SSDD - 15.6 inch FHD VA","15799","16850","In Stock","ضمــــــــــان سنـــــــــة","Processor: AMD Ryzen 3 5300U (4 Cores / 8 Threads and Base 2.6GHz and Boost up to 3.8GHz)Graphics: AMD Radeon Integrated GraphicsMemory: 8GB DDR4 3200MHz (Expandable)Storage: 256GB NVMe SSD (Fast boot and load times)Display: 15.6-inch Full HD (1920x1080) and VA Panel (Better viewing angles and color than TN)Operating System: Usually ships with FreeDOS (can upgrade to Windows 10/11)Ports: USB-C and USB-A and HDMI and headphone jack and SD card readerConnectivity: Wi-Fi 5 and Bluetooth 5.0Battery: ~41Wh (provides decent 6-8 hours on light use)Weight: ~1.7 kg","https://www.sigma-computer.com/item?id=7325&name=Laptop_HP_15S_EQ2383NIA_-_AMD_Ryzen_3_5300U_-_AMD_Radeon_Graphics_-_8GB_DDR4_3200MHz_-_256GB_NVMe_SSDD_-_15.6_inch_FHD_VA"
"KLEVV CRAS C730 2TB M.2 PCIe 3x4 NVMe Internal Solid State Drive","5799","5999","In Stock","no warranty","Performance for Gamers & Creators:Fast load times for games and applications.
Smooth data access and perfect for heavy workloads like video editing or rendering.Fast load times for games and applications.Smooth data access and perfect for heavy workloads like video editing or rendering.Durability and Reliability:Built with 3D TLC NAND for a good balance between performance and longevity.
Rated for 1 and500 TBW and ensuring a long product life.Built with 3D TLC NAND for a good balance between performance and longevity.Rated for 1 and500 TBW and ensuring a long product life.Thermal Management:The drive features built-in thermal throttling protection to maintain optimal performance under heavy loads.The drive features built-in thermal throttling protection to maintain optimal performance under heavy loads.Compatibility:Works with PCs and laptops and and compatible gaming consoles that support PCIe Gen 3 x4 NVMe SSDs.Works with PCs and laptops and and compatible gaming consoles that support PCIe Gen 3 x4 NVMe SSDs.Software Support:Offers KLEVV Data Migration Tool for easy data transfer and drive management.Offers KLEVV Data Migration Tool for easy data transfer and drive management.","https://www.sigma-computer.com/item?id=7320&name=KLEVV_CRAS_C730_2TB_M.2_PCIe_3x4_NVMe_Internal_Solid_State_Drive"
"HP VICTUS 16-R1045 Gaming Laptop 14th Gen Intel Core i7-14700HX Processor 16 FHD Display 16GB Ram 1TB SSD NVIDIA GeForce RTX 4050 6GB DOS - SILVER","57999","58900","In Stock","ضمـــــــــان سنـــــــــــة","Operating System: FreeDOS 3.0Processor: Intel® Core™ i7-14700HX (up to 5.5 GHz and 20 cores and 28 threads)Graphics: NVIDIA® GeForce RTX™ 4050 (6 GB GDDR6)Memory: 16 GB DDR5-5600 MT/sInternal Storage: 1 TB PCIe® Gen4 NVMe™ M.2 SSDDisplay: 16.1 inches and FHD (1920 x 1080) and 144 Hz and IPSBattery: 70 Wh and up to 5 hours and 15 minutesDimensions: 36.9 x 25.94 x 2.29 cm (front) / 36.9 x 25.94 x 2.39 cm (rear)Weight: 2.33 kg","https://www.sigma-computer.com/item?id=7313&name=HP_VICTUS_16-R1045_Gaming_Laptop_14th_Gen_Intel_Core_i7-14700HX_Processor_16_FHD_Display_16GB_Ram_1TB_SSD_NVIDIA_GeForce_RTX_4050_6GB_DOS_-_SILVER"
"HP VICTUS 16-R1043NE Gaming Laptop 14th Gen Intel Core i7-14700HX Processor 16 FHD Display 16GB Ram 512GB SSD NVIDIA GeForce RTX 4050 6GB DOS - Blue","53999","59800","In Stock","ضمـــــــان سنـــــة","Processor: Intel® Core™ i7-14700HX (20 cores and up to 5.5GHz) (28 Threads)RAM: 16GB DDR5 5600 MT/s (2 x 8 GB)Storage: 512GB PCIe® Gen4 NVMe™ SSDGraphics: NVIDIA® GeForce RTX™ 4050 (6GB GDDR6)Display: 16.1" FHD and 144Hz and IPS and 300 nitsKeyboard: Full-size and Backlit (Performance Blue) with Numeric KeypadConnectivity: Wi-Fi 6E and Bluetooth® 5.3 and LAN and USB-C with Power DeliveryBattery: 4-cell and 70Wh and 230W chargerWeight: ~2.5 kgOS: DOS (No pre-installed OS)","https://www.sigma-computer.com/item?id=7310&name=HP_VICTUS_16-R1043NE_Gaming_Laptop_14th_Gen_Intel_Core_i7-14700HX_Processor_16_FHD_Display_16GB_Ram_512GB_SSD_NVIDIA_GeForce_RTX_4050_6GB_DOS_-_Blue"
"REDRAGON Sniper M801-RGB Gaming Mouse","1200","1500","In Stock","no warranty","","https://www.sigma-computer.com/item?id=7295&name=REDRAGON_Sniper_M801-RGB_Gaming_Mouse"
"PNY CS2130 2TB M.2 PCIe NVMe Gen3 x4 Internal Solid State Drive (SSD) and Read up to 3 and500","4499","4499","Out Of Stock","no warranty","Storage Capacity: 2TBForm Factor: M.2 2280Interface: PCIe Gen3 x4 NVMe 1.3Read Speed: Up to 3 and500 MB/sWrite Speed: Up to 3 and000 MB/sEndurance: Rated for high durability and with TBW (Total Bytes Written) expected to be quite robust.Controller: Phison E12 seriesMemory Type: 3D NANDFast Data Transfer: With up to 3 and500 MB/s read speeds and the drive offers quick boot times and fast loading of games and applications.Reliable 3D NAND: Built for longevity and efficiency.Low Power Consumption: Ideal for laptops as it helps preserve battery life while maintaining performance.No Moving Parts: As an SSD and it's more durable and resistant to shock than traditional hard drives.Applications:
	
Great for gaming with reduced load times.
Content creators benefit from faster file transfers and program operations.
Ideal for students needing reliable and fast storage.Great for gaming with reduced load times.Content creators benefit from faster file transfers and program operations.Ideal for students needing reliable and fast storage.","https://www.sigma-computer.com/item?id=7294&name=PNY_CS2130_2TB_M.2_PCIe_NVMe_Gen3_x4_Internal_Solid_State_Drive_(SSD),_Read_up_to_3,500"
"AORUS 16X 9KG 2024 Intel Core i7-13650HX - NVIDIA GeForce RTX 4070 8GB GDDR6 - 2x DDR5 Slots DDR5-4800MHz -16GB - M.2 SSD 1 Tera - 16.0 WQXGA 2560x1600 165Hz Display - Windows 11 Pro","74999","91000","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=7280&name=AORUS_16X_9KG_2024_Intel_Core_i7-13650HX_-_NVIDIA_GeForce_RTX_4070_8GB_GDDR6_-_2x_DDR5_Slots_DDR5-4800MHz_-16GB_-_M.2_SSD_1_Tera_-_16.0_WQXGA_2560x1600_165Hz_Display_-_Windows_11_Pro"
"MSI-24 -Modern MD2412PW-24 White IPS 1920x1080 FHD Flat 100Hz 1ms MPRT 4ms GTG Type C Adjustable Stand","7200","7850","In Stock","ضمـــــــان ثلاث سنــــوات","Screen Size: 24 inchesPanel Type: IPS (In-Plane Switching)Resolution: 1920x1080 (Full HD)Refresh Rate: 100HzResponse Time:
	
1ms (MPRT - Motion Picture Response Time)
4ms (GTG - Gray to Gray)1ms (MPRT - Motion Picture Response Time)4ms (GTG - Gray to Gray)Display Type: FlatConnectivity:
	
Type-C Port (great for modern laptops and phones)
Additional input options (e.g. and HDMI and DisplayPort not listed explicitly)Type-C Port (great for modern laptops and phones)Additional input options (e.g. and HDMI and DisplayPort not listed explicitly)Adjustable Stand: Ergonomic design allowing height and tilt and and swivel adjustments for better comfortColor: WhiteIPS Panel: Provides wider viewing angles and better color accuracy compared to TN panels.100Hz Refresh Rate: Smoother motion for work and casual gaming.Type-C Port: A future-proof option and ideal for those who prefer fewer cables and easy connections with modern devices.Design: The white color and modern build fit well in stylish office setups or home desks.","https://www.sigma-computer.com/item?id=7264&name=MSI-24_-Modern_MD2412PW-24_White_IPS_1920x1080_FHD_Flat_100Hz_1ms_MPRT_4ms_GTG_Type_C_Adjustable_Stand"
"ASUS TUF Gaming F15 FX507ZC4-HN002W Intel Core i7-12700H - 16GB - 512GB SSD NVIDIA GeForce RTX 3050 - 4GB -15.6'' FHD - Win 11 - Mecha Gray","43999","45500","In Stock","ضمــــــان سنــــة","Processor: Intel Core i7-12700H (14 cores and 20 threads)RAM: 16GB DDR4 (expandable)Storage: 512GB SSD (M.2 NVMe PCIe)Graphics: NVIDIA GeForce RTX 3050 (4GB GDDR6)Display: 15.6” FHD (1920x1080) IPS and 144Hz refresh rateOperating System: Windows 11 HomeColor: Mecha GrayIntel Core i7-12700H: A 12th-generation processor with a hybrid core architecture and ideal for handling demanding games and multitasking.RTX 3050: Offers good entry-level ray tracing and DLSS capabilities and making it suitable for most AAA games on medium to high settings.144Hz Display: Smooth visuals and reducing motion blur for an improved gaming experience.Design: Military-grade build quality (TUF durability standard).Cooling: Dual fans with self-cleaning technology to keep temperatures in check.Battery: Average battery life for general use and though gaming performance will likely require frequent charging.Gamers: Can handle modern games efficiently with RTX graphics.Content Creators: Multitasking capabilities with i7-12700H.Students/Professionals: Lightweight enough for everyday use but built for heavy performance when needed.","https://www.sigma-computer.com/item?id=7263&name=ASUS_TUF_Gaming_F15_FX507ZC4-HN002W_Intel_Core_i7-12700H_-_16GB_-_512GB_SSD_NVIDIA_GeForce_RTX_3050_-_4GB_-15.6''_FHD_-_Win_11_-_Mecha_Gray"
"Asus ROG Strix G17 G713PV-HX019W Gaming Laptop 17.3-inch FHD 144Hz AMD R9 7845HX 16GB RAM 1TB SSD RTX 4060 8GB Win11 + ROG Backpack and 90NR0C34-M00BL0","74999","78500","Out Of Stock","no warranty","Display: 17.3-inch FHD (1920 x 1080) 144HzGreat for smooth visuals during gameplay with minimal motion blur.Great for smooth visuals during gameplay with minimal motion blur.Processor: AMD Ryzen 9 7845HX12 cores and 24 threads – Ideal for demanding games and multitasking.12 cores and 24 threads – Ideal for demanding games and multitasking.Graphics: NVIDIA GeForce RTX 4060 (8GB GDDR6)Handles modern AAA titles and content creation with ray tracing support.Handles modern AAA titles and content creation with ray tracing support.RAM: 16GB DDR5High-speed memory ensures fast loading times and smooth multitasking.High-speed memory ensures fast loading times and smooth multitasking.Storage: 1TB PCIe SSDPlenty of space for games and files and and fast data access.Plenty of space for games and files and and fast data access.Operating System: Windows 11Supports the latest features and optimizations for gaming.Supports the latest features and optimizations for gaming.Extras:ROG Backpack: Practical for gamers on the go.
90NR0C34-M00BL0: Model number for tracking the exact version.ROG Backpack: Practical for gamers on the go.90NR0C34-M00BL0: Model number for tracking the exact version.Gamers: Enjoy high frame rates with the 144Hz display and RTX 4060 GPU.Content Creators: AMD R9 and RTX 4060 combo provide great video rendering performance.Students and Professionals: Windows 11 makes it easy to balance productivity and gaming.","https://www.sigma-computer.com/item?id=7262&name=Asus_ROG_Strix_G17_G713PV-HX019W_Gaming_Laptop_17.3-inch_FHD_144Hz_AMD_R9_7845HX_16GB_RAM_1TB_SSD_RTX_4060_8GB_Win11_+_ROG_Backpack,_90NR0C34-M00BL0"
"AOC U27U3CV - 27 Inch UHD Nano IPS Monitor and Height-Adjustable and Speaker and HDR400 (3840 x 2160 and 60 Hz and 4K and 2X HDMI and DisplayPort and USB-C (96W PD) and USB Hub and Black","24499","25650","In Stock","ضمــــان ثلاث سنــــوات","Display Size: 27 inchesResolution: 3840 x 2160 (4K UHD)Panel Type: IPS (In-Plane Switching)Refresh Rate: 60 HzHDR Support: Yes (HDR10)Brightness: Typically around 350 nitsColor Accuracy: Covers 99% sRGB and wide color gamutResponse Time: 4ms (GtG)Viewing Angle: 178° horizontal / 178° verticalUSB-C Port: Supports 65W Power Delivery for laptops and devicesHDMI 2.0: Two portsDisplayPort 1.4: One portUSB Hub: Built-in USB-A ports for peripheralsAudio Jack: Yes (3.5mm)Stand: Height and tilt and and pivot adjustableVESA Mount: 100x100mm compatibleBezels: Thin for multi-monitor setupsBuild: Sleek and professional and part of the Graphic Pro Series","https://www.sigma-computer.com/item?id=7255&name=AOC_U27U3CV_-_27_Inch_UHD_Nano_IPS_Monitor,_Height-Adjustable,_Speaker,_HDR400_(3840_x_2160,_60_Hz,_4K,_2X_HDMI,_DisplayPort,_USB-C_(96W_PD),_USB_Hub,_Black"
