laptopname,amazonprice in (LE),specs,ratingnumber,deliverytype,amazongetlink,amazon_rating_link
"Lenovo LOQ 15IRX9 Gaming - Intel Core i7-13650HX and AI Chip: LA1 and NVIDIA GeForce RTX 3050 6GB GDDR6 Graphics and 16GB DDR5 RAM and 512GB SSD and 15.6" FHD (1920x1080) IPS 144Hz +LOQ RGB Mouse (2Years Warranty)","46919.0"," Brand Name:Lenovo
 Model Name:Lenovo LOQ 15IRX9
 Screen Size:15.6 Inches
 Color:Luna Grey
 Hard Disk Size:512 GB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:DOS
 Special Features:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-i7-13650HX/dp/B0D3CQCKG7","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-i7-13650HX/dp/B0D3CQCKG7#customerReviews"
"Lenovo LOQ 15IRX9 Gaming Laptop - 13th Intel Core i7-13650HX 14 Cores and AI Chip: LA1 and NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics and 16GB DDR5 RAM and 512GB SSD and 15.6" FHD (1920x1080) IPS 300nits 144Hz grey","52999.0"," Brand Name:Lenovo
 Model Name:Lenovo LOQ 15IRX9
 Screen Size:15.6 Inches
 Color:Luna Grey
 Hard Disk Size:512 GB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:Windows 11 Pro
 Special Features:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-Laptop/dp/B0CYFY2YRT","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-Laptop/dp/B0CYFY2YRT#customerReviews"
"Lenovo IdeaPad Slim 3 15IRH8 Laptop - 13th Intel Core i7-13620H and 16 GB DDR5-4800 MHz and 512 GB SSD and Integrated Intel UHD Graphics and 15.6" FHD (1920x1080) IPS 300nits Anti-glare and Dos - Arctic Grey","32009.0"," Brand Name:Lenovo
 Model Name:IdeaPad Slim 3 15IRH8
 Screen Size:15.6 Inches
 Color:Arctic Grey
 Hard Disk Size:512 GB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:DOS
 Special Features:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-IdeaPad-Slim-15IRH8-Laptop/dp/B0CWG78C3L","https://www.amazon.eg//-/en/Lenovo-IdeaPad-Slim-15IRH8-Laptop/dp/B0CWG78C3L#customerReviews"
"HP Envy 16 Laptop - 13th Intel Core i9-13900H and 32GB DDR5 RAM and 1TB SSD and NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics and 16" WQXGA (2560x1600) Multi Touch 120Hz 400 nits 100% sRGB and Windows 11","97329.0"," Brand Name:HP
 Model Name:HP Envy 16
 Screen Size:16 Inches
 Color:Natural silver aluminum
 Hard Disk Size:1 TB
 CPU Model:Intel Core i9
 RAM Memory Installed:32 GB
 Operating System:Windows 11
 Special Features:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/HP-Envy-Laptop-i9-13900H-2560x1600/dp/B0DCDP2M27","https://www.amazon.eg//-/en/HP-Envy-Laptop-i9-13900H-2560x1600/dp/B0DCDP2M27#customerReviews"
"HP Victus 15 Gaming Laptop - 12th i5-12450H 8-Cores and 16 GB RAM and 512 GB SSD and Nvidia GeForce GTX 1650 4 GB GDDR6 Graphics and 15.6" FHD (1920x1080) 144 Hz and Backlit Keyboard and Windows 11 - Mica Silver","33032.19"," Brand Name:HP
 Model Name:Victus Gaming Laptop
 Screen Size:15.6 Inches
 Color:Mica Silver
 Hard Disk Size:512 GB
 CPU Model:Intel Core i5
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/HP-Victus-Gaming-Laptop-i5-12450H/dp/B0CN8J46CX","https://www.amazon.eg//-/en/gp/goldbox/"
"HP Pav Aero Laptop (13-be2004ne) and CPU: Ryzen 7-7735U and 16GB LPDDR5 on-board Graphics Card: AMD Radeon Integrated Graphics and VRAM: Shared and Display: 13.3 WUXGA (1920x1200) 400 nits IPS and 1TB and Windows 11","44199.0"," Brand Name:HP
 Model Name:13-be2004ne
 Screen Size:15.6 Inches
 Color:Natural silver
 Hard Disk Size:1 TB
 CPU Model:Ryzen 7
 RAM Memory Installed:16 GB
 Operating System:Windows 10
 Special Features:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/HP-Aero-Laptop-13-be2004ne-board/dp/B0BX4LHWJJ","https://www.amazon.eg//-/en/HP-Aero-Laptop-13-be2004ne-board/dp/B0BX4LHWJJ#customerReviews"
"Lenovo LOQ 15IRX9 Gaming Laptop - 13th Intel Core i7-13650HX 14 Cores and AI Chip: LA1 and NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics and 16GB DDR5 RAM and 512GB SSD and 15.6" FHD (1920x1080) IPS 300nits 144Hz","44199.0"," Brand Name:Lenovo
 Model Name:Lenovo LOQ 15IRX9
 Screen Size:15.6 Inches
 Color:Luna Grey
 Hard Disk Size:512 GB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:DOS
 Special Features:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-Laptop/dp/B0CYFWVQRD","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-Laptop/dp/B0CYFWVQRD#customerReviews"
"HP Victus 16-r0073cl Gaming Laptop - 13th i7-13700H 14-Cores and 32 GB DDR5-4800 MHz RAM and 1 TB SSD and 16.1" FHD (1920X1080) 144 Hz IPS and NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics and Windows 11 - Mica Silver","75469.0","","13","FREE delivery","https://www.amazon.eg//-/en/HP-Victus-16-r0073cl-Gaming-Laptop/dp/B0CNB9PB7S","https://www.amazon.eg//-/en/HP-Victus-16-r0073cl-Gaming-Laptop/dp/B0CNB9PB7S#customerReviews"
"HP Pavilion Laptop (15-eh3000ne) and CPU: Ryzen 7-7730U and [794P4AV] Graphics Card: 512GB PCIe value and VRAM: Shared and Display: 15.6 FHD Antiglare SVA 250 nits and 16GB and Windows 11","31099.0"," Brand Name:HP
 Model Name:822S5EA#ABV
 Screen Size:15.6 Inches
 Color:Silver
 Hard Disk Size:512 GB
 CPU Model:Ryzen 7
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/HP-Pavilion-Laptop-15-eh3000ne-CPU/dp/B0C58WFXNN","https://www.amazon.eg//-/en/HP-Pavilion-Laptop-15-eh3000ne-CPU/dp/B0C58WFXNN#customerReviews"
"Lenovo LOQ 15IRX9 Gaming - Intel Core i5-13450HX and AI Chip: LA1 and NVIDIA GeForce RTX 3050 6GB GDDR6 Graphics and 16GB DDR5 RAM and 512GB SSD and 15.6" FHD (1920x1080) IPS 144Hz 100% SRGB and Backlit Keyboard - Dos","43609.0"," Brand Name:Lenovo
 Model Name:Lenovo LOQ 15IRX9
 Screen Size:15.6 Inches
 Color:Luna Grey
 Hard Disk Size:512 GB
 CPU Model:Intel Core i5
 RAM Memory Installed:16 GB
 Special Features:Dedicated
 Graphics Description:NVIDIA GeForce RTX 3050
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-i5-13450HX/dp/B0DF9HDPQK","https://www.amazon.eg//-/en/gp/goldbox/"
"HP ENVY x360 Laptop (13-bf0001ne) and CPU: Core i7-1250U and 16GB DDR4 on-board Graphics Card: Intel Iris Xe  and VRAM: Shared and Display: Touch/13.3 WUXGA (1920x1200) IPS 400 nits  and 1TB and Windows 11","55901.3"," Brand Name:HP
 Model Name:13-BF0001NE
 Screen Size:15.6 Inches
 Color:Natural silver
 Hard Disk Size:1 TB
 CPU Model:Core i7-1250U
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:fingerprint reader
 Graphics Description:1TB - Intel Iris Xe
","172","FREE delivery","https://www.amazon.eg//-/en/HP-ENVY-Laptop-13-bf0001ne-board/dp/B0BM58VSKP","https://www.amazon.eg//-/en/HP-ENVY-Laptop-13-bf0001ne-board/dp/B0BM58VSKP#customerReviews"
"Latitude 5500 I5-8365U 8GB RAM 256GB SSD Intel UHD Graphics 620 15.6" HD","55901.3"," Brand Name:Generic
 Model Name:5500
 Screen Size:15.6
 Hard Disk Size:256 GB
 CPU Model:Core i5-8365U
 RAM Memory Installed:8 GB
 Operating System:Windows 10
 Graphics Description:Integrated
 CPU Speed:1.6
 Hard Disk Description:SSD
","0","not available","https://www.amazon.eg//-/en/Latitude-I5-8365U-256GB-Intel-Graphics/dp/B0DQH4DB3H","not available"
"Lenovo V14 82C6006GED - AMD 3020E and 4GB RAM and 1TB HDD and AMD Radeon Graphics and 14 Inch HD 220nits Anti-glare and Dos - Iron Grey","13129.0"," Brand Name:Lenovo
 Model Name:Lenovo V14 82C6006GED - AMD 3020E, 4GB RAM,
 Screen Size:14 Inches
 Color:Iron Grey
 Hard Disk Size:1 TB
 CPU Model:AMD A4
 RAM Memory Installed:4 GB
 Operating System:DOS
 Special Features:Anti Glare Screen
 Graphics Description:Integrated
","0","not available","https://www.amazon.eg//-/en/Lenovo-V14-82C6006GED-Graphics-Anti-glare/dp/B099WMKYW7","https://www.amazon.eg//-/en/Lenovo-V14-82C6006GED-Graphics-Anti-glare/dp/B099WMKYW7#customerReviews"
"Lenovo V15 G2 Laptop - Ryzen 5 5500U 6-Cores and 8 GB RAM and 512 GB SSD PCIe NVMe and Integrated AMD Radeon Graphics and 15.6" FHD (1920x1080) TN 250nits Anti-glare and Dos - Black","19999.0"," Brand Name:Lenovo
 Model Name:Lenovo V15 G2 5500U 8G 512G
 Screen Size:15.6 Inches
 Color:Black
 Hard Disk Size:512 GB
 CPU Model:AMD Ryzen 5 5500U
 RAM Memory Installed:8 GB
 Operating System:DOS
 Special Features:Numeric Keypad
 Graphics Description:Integrated
","0","not available","https://www.amazon.eg//-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0CC1NJRZZ","https://www.amazon.eg//-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0CC1NJRZZ#customerReviews"
"Lenovo IdePad Slim 3 and CPU: AMD Ryzen 7 7730U and 8GB Soldered DDR4-3200 and Display: 15.6" FHD (1920x1080) IPS 300nits Anti-glare and 512GB SSD and Windows 11 Home (82XM00ABED) 2 Years Local Warranty by Lenovo","25000.0"," Brand Name:Lenovo
 Model Name:Ideapad Slim 3
 Screen Size:15.6 Inches
 Color:White
 Hard Disk Size:512 GB
 CPU Model:AMD Ryzen 7 5800H
 RAM Memory Installed:8 GB
 Operating System:Windows 11
 Special Features:Portable
 Graphics Description:Integrated
","0","not available","https://www.amazon.eg//-/en/Lenovo-IdePad-Slim-CPU-Anti-glare/dp/B0CVRD1JFJ","not available"
"HP PROBOOK 450 G10 (85D06EA) I7-1355U 10 CORES – 8GB DDR4 – 512GB SSD – INTEL UHD GRAPHICS – 15.6 FHD IPS – FINGERPRINT – BACKLIT KYB – DOS","39420.0"," Brand Name:HP
 Model Name:ProBook 450 G10
 Screen Size:15.6 Inches
 Color:Silver
 Hard Disk Size:512 GB
 CPU Model:Core i7
 RAM Memory Installed:8 GB
 Operating System:DOS
 Special Features:Fingerprint Reader, Backlit Keyboard
 Graphics Description:Integrated
","0","not available","https://www.amazon.eg//-/en/HP-PROBOOK-85D06EA-I7-1355U-CORES/dp/B0DCC6LJBZ","https://www.amazon.eg//-/en/HP-PROBOOK-85D06EA-I7-1355U-CORES/dp/B0DCC6LJBZ#customerReviews"
"HP Victus 16-e1027ne Gaming Laptop - Ryzen 5-6600H 6-Cores and 16 GB DDR5-4800 MHz RAM and 512GB SSD and 16.1" FHD (1920X1080) 144 Hz IPS and NVIDIA GeForce RTX 3050 4GB GDDR6 Graphics and Backlit Keyboard - white","48399.0"," Brand Name:HP
 Model Name:HP Victus Gaming Laptop
 Screen Size:16.1 Inches
 Color:Ceramic white
 Hard Disk Size:512 GB
 CPU Model:Ryzen 5
 RAM Memory Installed:16 GB
 Operating System:DOS
 Special Features:Dedicated
","0","not available","https://www.amazon.eg//-/en/HP-Victus-16-e1027ne-Gaming-Laptop/dp/B0CN1L9X7R","https://www.amazon.eg//-/en/HP-Victus-16-e1027ne-Gaming-Laptop/dp/B0CN1L9X7R#customerReviews"
"HP OMEN 16-k0033dx Gaming Laptop - 12th Intel Core i9-12900H and 16GB DDR5 RAM and 1TB SSD and 16.1" QHD (2560x1440) 165 Hz IPS 300 nits and NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics and 4Z RGB backlit and Windows 11","70019.0"," Brand Name:HP
 Model Name:HP OMEN 16"
 Screen Size:16.1 Inches
 Color:Black
 Hard Disk Size:1 TB
 CPU Model:Intel Core i9
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Dedicada
","0","not available","https://www.amazon.eg//-/en/HP-OMEN-16-k0033dx-Gaming-Laptop/dp/B0CMQTMBTL","https://www.amazon.eg//-/en/HP-OMEN-16-k0033dx-Gaming-Laptop/dp/B0CMQTMBTL#customerReviews"
"Dell Latitude 5530 Business Laptop and 15.6" FHD Display and 12th Gen Intel Core i5-1235U and 16GB RAM and 512GB SSD and Webcam and HDMI and Thunderbolt 4 and Backlit Keyboard and Wi-Fi 6 and Windows 11 Pro and Silver","48199.0","","3","FREE delivery","https://www.amazon.eg//-/en/Dell-Latitude-5530-Business-Thunderbolt/dp/B0BBK4399R","https://www.amazon.eg//-/en/Dell-Latitude-5530-Business-Thunderbolt/dp/B0BBK4399R#customerReviews"
"HP Victus 15 Gaming Laptop - 12th i5-12450H 8-Cores and 16 GB RAM and 512 GB SSD and Nvidia GeForce GTX 1650 4 GB GDDR6 Graphics and 15.6" FHD (1920x1080) 144 Hz and Backlit Keyboard and Windows 11 - Mica Silver","33032.19","","0","FREE delivery","https://www.amazon.eg//-/en/HP-Victus-Gaming-Laptop-i5-12450H/dp/B0CN8J46CX","https://www.amazon.eg//-/en/gp/goldbox/"
"Apple 2022 MacBook Air laptop with M2 chip: 13.6-inch Liquid Retina display and 8GB RAM and 256GB SSD storage and 1080p FaceTime HD camera. Works with iPhone and iPad; Space Grey; English","51950.0"," Brand Name:Apple
 Model Name:Macbook air
 Screen Size:13.6 Inches
 Color:Space grey
 Hard Disk Size:256 GB
 RAM Memory Installed:8 GB
 Operating System:Mac OS
 Special Features:Thin
 Graphics Description:Integrated
 Graphics Coprocessor:8
","0","not available","https://www.amazon.eg//-/en/Apple-2022-MacBook-laptop-M2/dp/B0B3BMY5JK","https://www.amazon.eg//-/en/Apple-2022-MacBook-laptop-M2/dp/B0B3BMY5JK#customerReviews"
"ASUS Vivobook S 14 AMD Ryzen 9 8945HS 16GB LPDDR5X RAM 512GB M.2 NVMe PCIe 4.0 SSD AMD Radeon Graphics Windows 11 14-Inch WUXGA Display Laptop and Silver","62067.0"," Brand Name:ASUS
 Model Name:Vivobook S
 Screen Size:16 Inches
 Color:Silver
 Hard Disk Size:512 GB
 CPU Model:AMD Ryzen 9 4900H
 RAM Memory Installed:16 GB
 Operating System:Windows 11 Home
 Graphics Description:Dedicated
 Graphics Coprocessor:AMD Radeon Graphics
","0","not available","https://www.amazon.eg//-/en/ASUS-Vivobook-LPDDR5X-Graphics-Windows/dp/B0DFH5G5LK","not available"
"HP Pav Aero Laptop (13-be2004ne) and CPU: Ryzen 7-7735U and 16GB LPDDR5 on-board Graphics Card: AMD Radeon Integrated Graphics and VRAM: Shared and Display: 13.3 WUXGA (1920x1200) 400 nits IPS and 1TB and Windows 11","44199.0"," Brand Name:HP
 Model Name:13-be2004ne
 Screen Size:15.6 Inches
 Color:Natural silver
 Hard Disk Size:1 TB
 CPU Model:Ryzen 7
 RAM Memory Installed:16 GB
 Operating System:Windows 10
 Special Features:Integrated
","0","not available","https://www.amazon.eg//-/en/HP-Aero-Laptop-13-be2004ne-board/dp/B0BX4LHWJJ","https://www.amazon.eg//-/en/HP-Aero-Laptop-13-be2004ne-board/dp/B0BX4LHWJJ#customerReviews"
"Lenovo LOQ 15IRX9 Gaming - Intel Core i5-13450HX and AI Chip: LA1 and NVIDIA GeForce RTX 3050 6GB GDDR6 Graphics and 16GB DDR5 RAM and 512GB SSD and 15.6" FHD (1920x1080) IPS 144Hz 100% SRGB and Backlit Keyboard - Dos","43609.0"," Brand Name:Lenovo
 Model Name:Lenovo LOQ 15IRX9
 Screen Size:15.6 Inches
 Color:Luna Grey
 Hard Disk Size:512 GB
 CPU Model:Intel Core i5
 RAM Memory Installed:16 GB
 Special Features:Dedicated
 Graphics Description:NVIDIA GeForce RTX 3050
","0","not available","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-i5-13450HX/dp/B0DF9HDPQK","https://www.amazon.eg//-/en/gp/goldbox/"
"Lenovo IdePad Slim 3 and AMD Ryzen 5 7520U and 8GB Soldered LPDDR5-5500 and 15.6" FHD (1920x1080) IPS 300nits Anti-glare and 512GB SSD and Windows 11 Home(82XQ00BNED) 2 Years Local Warranty by Lenovo","23698.0"," Brand Name:Lenovo
 Model Name:Lenovo Ideapad Slim 3 AMD Ryzen 5 75
 Screen Size:15.6 Inches
 Color:ice
 Hard Disk Size:512 GB
 CPU Model:Ryzen 5 4600U
 RAM Memory Installed:8 GB
 Operating System:Windows
 Special Features:Stereo Speakers
 Graphics Description:Integrated
","0","not available","https://www.amazon.eg//-/en/Lenovo-LPDDR5-5500-1920x1080-Anti-glare-82XQ00BNED/dp/B0CNHYJ6BZ","https://www.amazon.eg//-/en/Lenovo-LPDDR5-5500-1920x1080-Anti-glare-82XQ00BNED/dp/B0CNHYJ6BZ#customerReviews"
"HP Victus 16-r0073cl Gaming Laptop - 13th i7-13700H 14-Cores and 32 GB DDR5-4800 MHz RAM and 1 TB SSD and 16.1" FHD (1920X1080) 144 Hz IPS and NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics and Windows 11 - Mica Silver","75469.0","","13","FREE delivery","https://www.amazon.eg//-/en/HP-Victus-16-r0073cl-Gaming-Laptop/dp/B0CNB9PB7S","https://www.amazon.eg//-/en/HP-Victus-16-r0073cl-Gaming-Laptop/dp/B0CNB9PB7S#customerReviews"
"ASUS TUF Gaming F15 13th Gen Intel Core i7-13620H Processor 16GB RAM 512GB SSD Windows 11 FHD Laptop and 15.6-Inch Size and Grey","49999.0"," Brand Name:ASUS
 Model Name:ASUS TUF Gaming F15
 Screen Size:15.6 Inches
 Color:Gray
 Hard Disk Size:512 GB
 CPU Model:Core i7
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Backlit Keyboard
 Graphics Description:Integrated
","0","not available","https://www.amazon.eg//-/en/ASUS-i7-13620H-Processor-Windows-15-6-Inch/dp/B0CZC1JQT6","https://www.amazon.eg//-/en/ASUS-i7-13620H-Processor-Windows-15-6-Inch/dp/B0CZC1JQT6#customerReviews"
"HP Envy 16 Laptop - 13th Intel Core i9-13900H and 32GB DDR5 RAM and 1TB SSD and NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics and 16" WQXGA (2560x1600) Multi Touch 120Hz 400 nits 100% sRGB and Windows 11","97329.0"," Brand Name:HP
 Model Name:HP Envy 16
 Screen Size:16 Inches
 Color:Natural silver aluminum
 Hard Disk Size:1 TB
 CPU Model:Intel Core i9
 RAM Memory Installed:32 GB
 Operating System:Windows 11
 Special Features:Dedicated
","0","not available","https://www.amazon.eg//-/en/HP-Envy-Laptop-i9-13900H-2560x1600/dp/B0DCDP2M27","https://www.amazon.eg//-/en/HP-Envy-Laptop-i9-13900H-2560x1600/dp/B0DCDP2M27#customerReviews"
"Lenovo LOQ 15IRX9 Gaming Laptop - 13th Intel Core i7-13650HX 14 Cores and AI Chip: LA1 and NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics and 16GB DDR5 RAM and 512GB SSD and 15.6" FHD (1920x1080) IPS 300nits 144Hz","97329.0"," Brand Name:Lenovo
 Model Name:Lenovo LOQ 15IRX9
 Screen Size:15.6 Inches
 Color:Luna Grey
 Hard Disk Size:512 GB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:DOS
 Special Features:Dedicated
","0","not available","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-Laptop/dp/B0CYFWVQRD","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-Laptop/dp/B0CYFWVQRD#customerReviews"
"DELL G15 5520 Gaming Laptop - 12th Intel Core i7-12700H 14 Cores and16GB DDR5-4800 Mhz RAM and 1 TB SSD and Nvidia Geforce RTX 3060 6GB GDDR6 Graphics and 15.6" FHD (1920X1080) 165 Hz and Backlit Keyboard andWindows 11","62699.0"," Brand Name:Dell
 Model Name:DELL G15 5520 GAMING
 Screen Size:15.6 Inches
 Color:Dark Shadow Grey
 Hard Disk Size:1 TB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Dedicated
","0","not available","https://www.amazon.eg//-/en/DELL-G15-5520-Gaming-Laptop/dp/B0CNMRVM5L","https://www.amazon.eg//-/en/DELL-G15-5520-Gaming-Laptop/dp/B0CNMRVM5L#customerReviews"
"Lenovo ThinkPad E16 Business Laptop 16.0" IPS FHD + WVA Display (10-Core and Intel i7-1355U and 16GB RAM and 512GB SSD and Backlit KYB and FP Reader and Thunderbolt 4 and WiFi 6 and Win 11 Pro) w/Dockztorm Hub","57373.0","","3","FREE delivery","https://www.amazon.eg//-/en/Lenovo-ThinkPad-Business-Thunderbolt-Dockztorm/dp/B0CJ5NWHS7","https://www.amazon.eg//-/en/Lenovo-ThinkPad-Business-Thunderbolt-Dockztorm/dp/B0CJ5NWHS7#customerReviews"
"DELL G15 5530 Gaming Laptop - 13th Intel Core i7-13650HX 14 Cores and NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics and 16GB DDR5-4800 MHz RAM and 1TB SSD and 15.6" FHD (1920x1080) 120Hz and Backlit and Windows 11","62039.0"," Brand Name:Dell
 Model Name:G15 5530 I7-13650HX 16G 1TB RTX4050 6G 120Hz Win11
 Screen Size:15.6 Inches
 Color:Dark Shadow Gray
 Hard Disk Size:1 TB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Dedicated
","0","not available","https://www.amazon.eg//-/en/DELL-G15-5530-Gaming-Laptop/dp/B0CL9DXPC5","https://www.amazon.eg//-/en/DELL-G15-5530-Gaming-Laptop/dp/B0CL9DXPC5#customerReviews"
"Lenovo LOQ 15APH8 Gaming Laptop - Ryzen 7 7840HS and AI Chip: LA1 and NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics and 8GB DDR5-5600 RAM and 512GB SSD and 15.6" FHD (1920x1080) IPS 350nits 144Hz and Windows 11","49499.0"," Brand Name:Lenovo
 Model Name:LOQ 15APH8
 Screen Size:15.6 Inches
 Color:Storm Grey
 Hard Disk Size:512 GB
 CPU Model:Ryzen 7
 RAM Memory Installed:8 GB
 Operating System:Windows 11
 Special Features:Dedicated
","0","not available","https://www.amazon.eg//-/en/Lenovo-LOQ-15APH8-Gaming-Laptop/dp/B0CQRH1CF1","https://www.amazon.eg//-/en/Lenovo-LOQ-15APH8-Gaming-Laptop/dp/B0CQRH1CF1#customerReviews"
"HP Victus 16-r0043ne Gaming Laptop - 13th i7-13700H 14-Cores and 16 GB DDR5-5200 MHz RAM and 1TB SSD and 16.1" FHD (1920X1080) 144 Hz IPS and NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics and Backlit Keyboard - Blue","60649.0"," Brand Name:HP
 Model Name:Victus Gaming Laptop 16-r0043ne
 Screen Size:16.1 Inches
 Color:Performance Blue
 Hard Disk Size:1 TB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:DOS
 Special Features:Dedicated
","0","not available","https://www.amazon.eg//-/en/HP-Victus-16-r0043ne-Gaming-Laptop/dp/B0DF62LZD6","not available"
"HP 15 Laptop - Ryzen 3 3250U and 8 GB RAM and 256 GB PCIe NVMe M.2 SSD and AMD Radeon Graphics and 15.6" HD (1366 x 768) micro-edge anti-glare 220 nits and Dos - Black","19999.0"," Brand Name:HP
 Model Name:HP 15 R3 3250 8G 256G
 Screen Size:15.6 Inches
 Color:Black
 Hard Disk Size:256 GB
 CPU Model:Ryzen 3 3250U
 RAM Memory Installed:8 GB
 Operating System:DOS
 Special Features:anti glare
 Graphics Description:Integrated
","0","not available","https://www.amazon.eg//-/en/HP-15-Laptop-micro-edge-anti-glare/dp/B0BNKGJKPK","https://www.amazon.eg//-/en/HP-15-Laptop-micro-edge-anti-glare/dp/B0BNKGJKPK#customerReviews"
"Lenovo IdeaPad Gaming 3 and AMD Ryzen 7 7735HS and 16GB DDR5-4800 and Nvidia GeForce RTX 4050 and 15.6" FHD IPS 250nits and 512GB SSD and Windows 11 Home (82SB00MUED) 2 Years Local Warranty by Lenovo","46999.0"," Brand Name:Lenovo
 Model Name:Ideapad Gaming 3
 Screen Size:15.6 Inches
 Color:Gray
 Hard Disk Size:512 GB
 CPU Model:AMD Ryzen 7
 RAM Memory Installed:16 GB
 Operating System:Windows 11 Home
 Special Features:Backlit Keyboard, Anti Glare Coating
 Graphics Description:Integrated
","0","not available","https://www.amazon.eg//-/en/Lenovo-IdeaPad-DDR5-4800-82SB00MUED-Warranty/dp/B0CW1KCWGM","https://www.amazon.eg//-/en/Lenovo-IdeaPad-DDR5-4800-82SB00MUED-Warranty/dp/B0CW1KCWGM#customerReviews"
"Lenovo LOQ 15IRH8 Gaming Laptop - i7-13620H 10 Cores and AI Chip: LA1 and NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics and 16GB DDR5 RAM and 512GB SSD and 15.6" FHD (1920x1080) IPS 350nits 144Hz + Lenovo LOQ RGB Mouse","52999.0"," Brand Name:Lenovo
 Model Name:LOQ 15IRH8 I7-13620H 16G 512G RTX4050
 Screen Size:15.6 Inches
 Color:Storm Grey
 Hard Disk Size:512 GB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:Windows 10
 Special Features:Dedicated
","0","not available","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRH8-Gaming-Laptop/dp/B0CJ1YH21D","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRH8-Gaming-Laptop/dp/B0CJ1YH21D#customerReviews"
"Dell Inspiron 14-7430 2n1 X360 Laptop - 13th Intel Core i7-1355U 10 Cores and 16GB DDR5 RAM and 1TB SSD and Intel Iris Graphics and 14" FHD (1920x1200) Touch and Backlit KB and FinderPrint and windows 11 - Silver","55589.0"," Brand Name:Dell
 Model Name:Inspiron 14-7430 2n1 i7-1355U 16GB 1T 14 FHD TCH W11H
 Screen Size:14 Inches
 Color:Platinum Silver
 Hard Disk Size:1 TB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Integrated
","0","not available","https://www.amazon.eg//-/en/Dell-Inspiron-14-7430-X360-Laptop/dp/B0CMBZVXVP","not available"
