laptopname,amazonprice in (LE),specs,ratingnumber,deliverytype,amazongetlink,amazon_rating_link
"Dell Vostro 3520 Laptop - 12th Intel Core i5-1235U 10-Cores and 8GB RAM and 512GB SSD and Intel UHD Graphics and 15.6 FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and FingerPrint and Ubuntu - Carbon Black""",23737.08,/Dell/Vostro 3520/15.6 Inches/Carbon Black/512 GB/Core i5-1235U/8 GB/Ubuntu/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-FingerPrint/dp/B0CQFCNBT4,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-FingerPrint/dp/B0CQFCNBT4#customerReviews
HP Victus Gaming Laptop (15-fb1004ne) and CPU: Ryzen 5-7535HS and 16GB DDR5 2DM 4800 Graphics Card: NVIDIA GeForce RTX 2050 and VRAM: 4GB and Display: 15.6 FHD Antiglare IPS 250 nits 144Hz and 512GB and Windows 11,32949,/HP/Victus/15.6 Inches/Black/16 GB/Windows 11/Dedicated/SSD/1920x1080,19,FREE delivery,https://www.amazon.eg//-/en/HP-Victus-Gaming-Laptop-15-fb1004ne/dp/B0CZTTPBB5,https://www.amazon.eg//-/en/HP-Victus-Gaming-Laptop-15-fb1004ne/dp/B0CZTTPBB5#customerReviews
"ASUS Vivobook 15 and AMD Ryzen 7 7730U and 8GB DDR4 on board AMD Radeon Graphics and 15.6 (1920 x 1200) 16:10 IPS 250 Nits and 512GB SSD and Windows 11 (D1502YA-NJ007W) 1 Year Perfect Warranty by ASUS""",22730,/HP/Victus/15.6 Inches/Black/16 GB/Windows 11/Dedicated/SSD/1920x1080,1,FREE delivery,https://www.amazon.eg//-/en/ASUS-Vivobook-Ryzen-Radeon-Graphics/dp/B0D2DD39XR,https://www.amazon.eg//-/en/ASUS-Vivobook-Ryzen-Radeon-Graphics/dp/B0D2DD39XR#customerReviews
ASUS VivoBook 15 Laptop and Processor-Intel Celeron N4020 1.1GHz and RAM-4GB and Storage-256GB SSD and OS-Windows 11 Home and Display-15.6 FHD and Graphics-Intel UHD 600 and Color-Grey (X515M-BR001W),11999,/ASUS/X515M-BR001W/15.6 Inches/Gray/256 GB/Celeron N4020/4 GB/Windows 11 Home/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/ASUS-Processor-Intel-Storage-256GB-Graphics-Intel-X515M-BR001W/dp/B0D26GCBVX,https://www.amazon.eg//-/en/ASUS-Processor-Intel-Storage-256GB-Graphics-Intel-X515M-BR001W/dp/B0D26GCBVX#customerReviews
HP Laptop CPU: Ryzen 3 7320U 4GB LPDDR5 on board Screen: 14.0 HD Anti-Glare SVA 250 LEDs Narrow Bezel Ultra Slim 256GB Windows 11 14 em0005ne,18099,/ASUS/X515M-BR001W/15.6 Inches/Gray/256 GB/Celeron N4020/4 GB/Windows 11 Home/Integrated,29,FREE delivery,https://www.amazon.eg//-/en/HP-Laptop-CPU-Anti-Glare-em0005ne/dp/B0BVWG4XHZ,https://www.amazon.eg//-/en/HP-Laptop-CPU-Anti-Glare-em0005ne/dp/B0BVWG4XHZ#customerReviews
ASUS TUF Gaming A15 FA506NFR-HN007W Gaming Laptop AMD R7 7435HS 8GB RAM 512GB SSD RTX 2050 4GB 15.6” FHD 144Hz Win11 Graphite Black - 90NR0JU7-M000R0,31800,/ASUS/X515M-BR001W/15.6 Inches/Gray/256 GB/Celeron N4020/4 GB/Windows 11 Home/Integrated,0,,https://www.amazon.eg//-/en/ASUS-Gaming-FA506NFR-HN007W-Laptop-Graphite/dp/B0DLH5Z41C,not available
"HP 15-GW Laptop - Ryzen 3 3250U 2-Cores and 8 GB RAM and 1 TB HDD and AMD Radeon Graphics and 15.6 HD (1366 x 768) micro-edge anti-glare 220 nits and Dos - Black""",17859,/HP/15GW3250U8G1T/15.6 Inches/Black/1 TB/Ryzen 3 3250U/8 GB/DOS/Micro Edge Display/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/HP-15-GW-Laptop-micro-edge-anti-glare/dp/B0C58CLRTL,https://www.amazon.eg//-/en/HP-15-GW-Laptop-micro-edge-anti-glare/dp/B0C58CLRTL#customerReviews
Asus X1504VA-NJ017W Vivobook 15 Intel Core i7-1355U 8GB RAM 512GB SSD Windows 11 Home 16:9 60Hz 15.6-Inch FHD Display Laptop and Quiet Blue,24900,/ASUS/X1504VA-NJ017W/15.6 Inches/Black/512 GB/Intel Core i7/8 GB/Windows 11 Home/Light Weight/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/X1504VA-NJ017W-Vivobook-Intel-i7-1355U-Windows/dp/B0D26FM5RZ,https://www.amazon.eg//-/en/X1504VA-NJ017W-Vivobook-Intel-i7-1355U-Windows/dp/B0D26FM5RZ#customerReviews
"HP Victus 15-fb0049ne Gaming Laptop - Ryzen 5-5600H 6-Cores and 8 GB RAM and 512GB SSD and 15.6 FHD (1920X1080) 144 Hz IPS and AMD Radeon RX 6500M 4GB GDDR6 Graphics and Backlit Keyboard - Mica Silver""",30299,/ASUS/X1504VA-NJ017W/15.6 Inches/Black/512 GB/Intel Core i7/8 GB/Windows 11 Home/Light Weight/Integrated,26,FREE delivery,https://www.amazon.eg//-/en/HP-Victus-15-fb0049ne-Gaming-Laptop/dp/B0CP8WPPGT,https://www.amazon.eg//-/en/HP-Victus-15-fb0049ne-Gaming-Laptop/dp/B0CP8WPPGT#customerReviews
"Lenovo IdeaPad Slim 3 15IRH8 Intel Core i5-13420H 512GB SSD 8GB RAM Intel UHD Graphics 15.6 Windows 11 Laptop and Arctic Grey""",24499,/Lenovo/Laptop/15.6 Inches/Gray/512 GB/None/8 GB/Windows 11/Integrated/Intel UHD Graphics,19,FREE delivery,https://www.amazon.eg//-/en/Lenovo-IdeaPad-i5-13420H-Graphics-Windows/dp/B0D45KJ723,not available
"Lenovo IdeaPad 1 15IAU7 Laptop - 12th Intel Core i3-1215U and 8 GB RAM and 256 GB SSD and Integrated Intel UHD Graphics and 15.6 HD (1366x768) TN 220nits Anti-glare and Abyss Blue""",15999,/Lenovo/Lenovo IdeaPad 1 15IAU7/15.6 Inches/Abyss Blue/256 GB/Core i3-1215U/8 GB/Integrated/Intel UHD Graphics,19,FREE delivery,https://www.amazon.eg//-/en/Lenovo-IdeaPad-15IAU7-Laptop-Integrated/dp/B0DC9BLBHM,https://www.amazon.eg//-/en/Lenovo-IdeaPad-15IAU7-Laptop-Integrated/dp/B0DC9BLBHM#customerReviews
ASUS Vivobook 15-X1504VA-NJ005W- i5-1335U-DDR4 8GB-512GB M.2 NVMe -Intel Iris X Graphics - 15.6-inch FHD (1920 x 1080) -Win11,23900,/Lenovo/Lenovo IdeaPad 1 15IAU7/15.6 Inches/Abyss Blue/256 GB/Core i3-1215U/8 GB/Integrated/Intel UHD Graphics,5,,https://www.amazon.eg//-/en/ASUS-Vivobook-15-X1504VA-NJ005W-i5-1335U-DDR4-8GB-512GB/dp/B0CN52DP3D,https://www.amazon.eg//-/en/ASUS-Vivobook-15-X1504VA-NJ005W-i5-1335U-DDR4-8GB-512GB/dp/B0CN52DP3D#customerReviews
"Dell Inspiron 3520 Laptop - 12th Intel Core i3-1215U 6-Cores and 8GB RAM and 256GB SSD and Intel UHD Graphics and 15.6 FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and Windows 11 - Carbon Black""",18499,/Lenovo/Lenovo IdeaPad 1 15IAU7/15.6 Inches/Abyss Blue/256 GB/Core i3-1215U/8 GB/Integrated/Intel UHD Graphics,8,FREE delivery,https://www.amazon.eg//-/en/Dell-Inspiron-3520-Laptop-Anti-Glare/dp/B0CR8NJXG6,https://www.amazon.eg//-/en/Dell-Inspiron-3520-Laptop-Anti-Glare/dp/B0CR8NJXG6#customerReviews
"Lenovo Legion 7 Gaming Laptop and Intel Core i7-11800H and 16 WQXGA 165Hz and NVIDIA RTX 3070 8GB and 32GB DDR4 RAM and 1TB PCIe 4.0 SSD and Per-Key RGB Keyboard and Wi-Fi 6 and Windows 11 and Arabic/English - Storm Grey""",74390,/Lenovo/Lenovo IdeaPad 1 15IAU7/15.6 Inches/Abyss Blue/256 GB/Core i3-1215U/8 GB/Integrated/Intel UHD Graphics,0,FREE delivery,https://www.amazon.eg//-/en/Lenovo-i7-11800H-Keyboard-Windows-English/dp/B0C1VNP8CW,not available
"DELL Vostro 3520 Laptop - 12th Intel core i7-1255U 10 Cores and 16GB RAM and 512 GB SSD PCIe NVMe and Intel Iris Xe Graphics and 15.6 FHD (1920x1080) 250 nits WVA Anti- Glare and UBUNTU - Carbon Black""",30903,/Dell/Vostro 3520 i7-1255U 8G 512G Iris UBU/15.6 Inches/Black/512 GB/Intel Core i7/16 GB/UBUNTU/English Arabic/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/DELL-Vostro-3520-Laptop-1920x1080/dp/B0C3TQNX18,https://www.amazon.eg//-/en/DELL-Vostro-3520-Laptop-1920x1080/dp/B0C3TQNX18#customerReviews
"Acer Aspire 7|Ryzen 5 5625U|512GB PCIe NVMe SSD|8GB RAM DDR4 3200Mhz|NVIDIA RTX 3050 VRAM GDDR6 4GB|15.6 FHD 60Hz IPS SlimBezel|Backlit Arabic Keyboard|FingerPrint TouchPad|DOS|1 Year Local Warranty""",27777,/Acer/ACER -A715-43G-R380/15.6 Inches/Black/512 GB/AMD Ryzen 5 5500U/8 GB/DOS/Backlit Keyboard/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Acer-SlimBezel-Keyboard-FingerPrint-TouchPad/dp/B0BRNRNXWW,https://www.amazon.eg//-/en/Acer-SlimBezel-Keyboard-FingerPrint-TouchPad/dp/B0BRNRNXWW#customerReviews
"ASUS TUF Gaming A15 and AMD Ryzen 5 7535HS and 4GB GDDR6 NVIDIA GeForce RTX 3050 and 8GB RAM and 15.6 (1920 x 1080) 16:10 144HZ and 512GB SSD and Windows 11 (FA506NC-HN005W) 1 Year Perfect Warranty by ASUS and Black""",36749,/Acer/ACER -A715-43G-R380/15.6 Inches/Black/512 GB/AMD Ryzen 5 5500U/8 GB/DOS/Backlit Keyboard/Integrated,24,,https://www.amazon.eg//-/en/ASUS-Gaming-7535HS-NVIDIA-GeForce/dp/B0D26GFYBK,https://www.amazon.eg//-/en/ASUS-Gaming-7535HS-NVIDIA-GeForce/dp/B0D26GFYBK#customerReviews
"Dell Vostro 3520 Laptop - 12th Intel Core i5-1235U 10-Cores and 16GB RAM and 512GB SSD and Intel UHD Graphics and 15.6 FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and FingerPrint and Ubuntu - Carbon Black""",25323.96,/Dell/Vostro 3520/15.6 Inches/Carbon Black/512 GB/Core i5-1235U/16 GB/Ubuntu/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-FingerPrint/dp/B0CQFCC4RF,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-FingerPrint/dp/B0CQFCC4RF#customerReviews
HP Laptop 15s (15s-fq5042ne) and CPU: Core i7-1255U and 16GB DDR4 2DM 3200 Graphics Card: Intel Iris Xe  and VRAM: Shared and Display: 15.6 FHD Antiglare ultraslim SVA 250 nits Narrow Border and 512GB and Windows 11,30149,/Dell/Vostro 3520/15.6 Inches/Carbon Black/512 GB/Core i5-1235U/16 GB/Ubuntu/Integrated,4,FREE delivery,https://www.amazon.eg//-/en/HP-Laptop-15s-15s-fq5042ne-CPU/dp/B0BM539PWJ,https://www.amazon.eg//-/en/HP-Laptop-15s-15s-fq5042ne-CPU/dp/B0BM539PWJ#customerReviews
"Lenovo V15 Laptop - 10th iCore i3-10110U and 8GB RAM and 1TB HDD and Integrated Intel UHD Graphics and 15.6 FHD (1920x1080) TN 220nits Anti-glare and Dos - Iron Grey""",19059,/Lenovo/V15 - I3-10110U8G1TFHD/15.6 Inches/Grey/1 TB/Intel Core i3/8 GB/DOS/Anti Glare Screen/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0C2GL2W8J,https://www.amazon.eg//-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0C2GL2W8J#customerReviews
HP Laptop 15s (15s-fq5047ne) and CPU: Core i3-1215U and 4GB DDR4 1DM 3200 Graphics Card: Intel UHD Graphics - UMA and VRAM: Shared and Display: 15.6 FHD SVA 250 nits Narrow Border and 256GB and Windows 11,17000,/HP/15S-FQ5047NE/15.6 Inches/Blue/256 GB/Core i3-1215U/4 GB/11/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/HP-Laptop-15s-15s-fq5047ne-CPU/dp/B0BM55J11J,https://www.amazon.eg//-/en/HP-Laptop-15s-15s-fq5047ne-CPU/dp/B0BM55J11J#customerReviews
"MSI Modern 14 C12MO | i3-1215U | DDR4 8GB (3200MHz) | 256GB NVMe PCIe SSD | 14 FHD and 60Hz 45% NTSC IPS-Level | Classic Black | 1 Year Local Warranty""",15980,/HP/15S-FQ5047NE/15.6 Inches/Blue/256 GB/Core i3-1215U/4 GB/11/Integrated,2,,https://www.amazon.eg//-/en/MSI-i3-1215U-3200MHz-IPS-Level-Warranty/dp/B0D92BY83W,https://www.amazon.eg//-/en/MSI-i3-1215U-3200MHz-IPS-Level-Warranty/dp/B0D92BY83W#customerReviews
HP Laptop (15-fd0072ne) and CPU: Core i5-1334U and 8GB DDR4 1DM 3200 Graphics Card: NVIDIA GeForce MX570A and VRAM: 2GB and Display: 15.6 FHD Antiglare IPS 300 nits Narrow border flat and 512GB and Windows 11,31000,/HP/15-fd0072ne/15.6 Inches/Silver/8 GB/11/Dedicated/NVIDIA GeForce MX570/1080p,19,FREE delivery,https://www.amazon.eg//-/en/HP-Laptop-15-fd0072ne-CPU-Antiglare/dp/B0D31CC1ZN,https://www.amazon.eg//-/en/HP-Laptop-15-fd0072ne-CPU-Antiglare/dp/B0D31CC1ZN#customerReviews
Lenovo IdeaPad Slim 3 83ER007YED and Intel Core i5-12450H and 8GB Ram and 512 SSD and Integrated Intel UHD Graphics andWin11 and Arctic Grey and 2 Years Warranty and Free Laptop Bag,25485,/Lenovo/IdeaPad Slim 3 15IAH8 / Part Number : 83ER007YED/15.6/Silver/512 GB/Core i5-12450H/8 GB/Windows 11 Home/Anti Glare Screen/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Lenovo-83ER007YED-i5-12450H-Integrated-Graphics/dp/B0CP4885Q9,https://www.amazon.eg//-/en/Lenovo-83ER007YED-i5-12450H-Integrated-Graphics/dp/B0CP4885Q9#customerReviews
"Lenovo V15 G2 Laptop - Ryzen 5 5500U 6-Cores and 8 GB RAM and 1TB HDD + 256 GB SSD PCIe NVMe and Integrated AMD Radeon Graphics and 15.6 FHD (1920x1080) TN 250nits Anti-glare and Dos - Black""",21999,/Lenovo/IdeaPad Slim 3 15IAH8 / Part Number : 83ER007YED/15.6/Silver/512 GB/Core i5-12450H/8 GB/Windows 11 Home/Anti Glare Screen/Integrated,0,FREE delivery,https://www.amazon.eg//-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0CKY76CSM,not available
"Lenovo IdeaPad Slim 3 15IRH8 Laptop - 13th Intel Core i7-13620H and 16 GB DDR5-4800 MHz and 512 GB SSD and Integrated Intel UHD Graphics and 15.6 FHD (1920x1080) 250nits Anti-glare and Dos //BAG//2 Years Warranty""",32051.15,/Lenovo/IdeaPad Slim 3 15IRH8/15.6 Inches/Arctic Grey/512 GB/Intel Core i7/16 GB/Integrated/Intel UHD Graphics,19,FREE delivery,https://www.amazon.eg//-/en/Lenovo-IdeaPad-Slim-15IRH8-Laptop/dp/B0DF62S6DM,not available
"ASUS Vivobook 15 X1504VA-NJ005 Laptop - Intel Core i5-1335U - 8GB - 512GB SSD - Intel UHD Integrated Graphics - 15.6 FHD - Quiet Blue""",21790,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,19,FREE delivery,https://www.amazon.eg//-/en/ASUS-Vivobook-X1504VA-NJ005-Laptop-Integrated/dp/B0DM1T4RJG,https://www.amazon.eg//-/en/ASUS-Vivobook-X1504VA-NJ005-Laptop-Integrated/dp/B0DM1T4RJG#customerReviews
"Acer Aspire 7|Ryzen 7 5825U|512GB PCIe NVMe SSD|16GB DDR4 3200Mhz|NVIDIA RTX 3050 VRAM GDDR6 4GB| 15.6 FHD IPS 60Hz SlimBezel|Backlit Arabic Keyboard|FingerPrint TouchPad|DOS (1 Year Local Warranty)""",30334.45,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,22,FREE delivery,https://www.amazon.eg//-/en/Acer-SlimBezel-Keyboard-FingerPrint-TouchPad/dp/B0BRNS178D,https://www.amazon.eg//-/en/Acer-SlimBezel-Keyboard-FingerPrint-TouchPad/dp/B0BRNS178D#customerReviews
"HP Laptop 15-fd0054ne - Intel Core i5-1334U 13th Generation and 8GB RAM and 512GB SSD and Integrated Intel Iris Xe Graphics and 15.6 FHD (1920x1080) anti-glare 250nits and backlit and DOS - natural silver""",24999,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,1,FREE delivery,https://www.amazon.eg//-/en/HP-Laptop-15-fd0054ne-Generation-Integrated/dp/B0D6BZLM46,https://www.amazon.eg//-/en/HP-Laptop-15-fd0054ne-Generation-Integrated/dp/B0D6BZLM46#customerReviews
"Lenovo LOQ 15IAX9 Gaming Laptop- Intel Core i5-12450HX and AI Chip: LA1 and 6GB GDDR6 NVIDIA GeForce RTX3050 and 8GB DDR5 RAM and 512GB SSD and 15.6 FHD (1920x1080) IPS 100% sRGB 144Hz and RGB Mouse and 2 Years Warranty""",35999,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,0,FREE delivery,https://www.amazon.eg//-/en/Lenovo-15IAX9-Gaming-Laptop-i5-12450HX/dp/B0DF6F2SJ6,not available
"Lenovo IdeaPad Flex 5 2n1 Laptop - Intel Core i5-1135G7 and 8GB RAM and 256GB SSD and Intel Iris Xe Graphics and 14 FHD (1920x1080) IPS 250nits 10-point Multi-touch and FingerPrint and Windows 11 + Lenovo Digital Pen""",33588.96,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,1,FREE delivery,https://www.amazon.eg//-/en/Lenovo-IdeaPad-Flex-2n1-Laptop/dp/B0C3V82K9C,https://www.amazon.eg//-/en/Lenovo-IdeaPad-Flex-2n1-Laptop/dp/B0C3V82K9C#customerReviews
"Dell Vostro 3520 Laptop - 12th Intel Core i7-1255U 10-Cores and 16GB RAM and 512GB SSD and NVIDIA GeForce MX550 with 2GB GDDR6 Graphics and 15.6 FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and Ubuntu -Carbon Black""",36999,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,14,FREE delivery,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CFZTBVGJ,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CFZTBVGJ#customerReviews
Asus FA506NF-HN005W TUF Gaming A15 AMD Ryzen-5 7535HS Processor 8GB RAM 512GB SSD NVIDIA GeForce RTX 2050 4GB Graphics Windows 11 15.6-inch FHD 16:9 144Hz Display Gaming Laptop and Graphite Black,31999,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,14,FREE delivery,https://www.amazon.eg//-/en/FA506NF-HN005W-Ryzen-5-Processor-Graphics-15-6-inch/dp/B0D26HTK6V,https://www.amazon.eg//-/en/FA506NF-HN005W-Ryzen-5-Processor-Graphics-15-6-inch/dp/B0D26HTK6V#customerReviews
"Lenovo IdeaPad Gaming 3 15ARH7 - Ryzen 7 7735HS and NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics and16GB DDR5-4800 RAM and 512GB SSD and 15.6 FHD (1920x1080) IPS 250nits 120Hz and Backlit Keyboard-2 Years Warranty""",45999,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,30,FREE delivery,https://www.amazon.eg//-/en/Lenovo-IdeaPad-Gaming-15ARH7-Keyboard-2/dp/B0CQV5FRZG,https://www.amazon.eg//-/en/Lenovo-IdeaPad-Gaming-15ARH7-Keyboard-2/dp/B0CQV5FRZG#customerReviews
HP Pavilion X360 2-in-1 Laptop (14-EK0011NE) and Intel Core i5 1235U and 12th Generation and 8GB DDR4 3200 and 512GB SSD - Silver,29449,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,18,FREE delivery,https://www.amazon.eg//-/en/HP-Pavilion-Laptop-14-EK0011NE-Generation/dp/B0BM56DJC7,https://www.amazon.eg//-/en/HP-Pavilion-Laptop-14-EK0011NE-Generation/dp/B0BM56DJC7#customerReviews
"Lenovo Legion 5 Gaming Laptop + Legion M300 RGB Mouse - 15.6 WQHD 165Hz and Intel i7-11800H and 16GB RAM and 1TB SSD and NVIDIA RTX 3070 8GB and DOS and Blue - Best for Gaming and High Performance""",74581,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,172,FREE delivery,https://www.amazon.eg//-/en/Lenovo-Legion-Gaming-Laptop-Mouse/dp/B0B2Q229DJ,https://www.amazon.eg//-/en/Lenovo-Legion-Gaming-Laptop-Mouse/dp/B0B2Q229DJ#customerReviews
"Lenovo LOQ 15IRH8 Gaming Laptop- 12th Intel Core i5-12450H 8Cores and AI Chip: LA1 and 4GB GDDR6 NVIDIA GeForce RTX2050 Graphics and 16GB DDR5 RAM and 512GB SSD and 15.6 FHD (1920x1080) IPS 350nits 144Hz-Storm Grey""",35559,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,40,FREE delivery,https://www.amazon.eg//-/en/Lenovo-15IRH8-Gaming-Laptop-i5-12450H/dp/B0CRQLGMJL,https://www.amazon.eg//-/en/Lenovo-15IRH8-Gaming-Laptop-i5-12450H/dp/B0CRQLGMJL#customerReviews
"HP Victus 15-fb2082wm Gaming Laptop - Ryzen 5 8645HS Latest Generation and 8GB RAM DDR5-5600 MHz and 512GB SSD and NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics and 15.6 FHD IPS 144Hz and Backlit Keyboard and Win11""",39799,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i5/8 GB/DOS/Integrated/Intel UHD Graphics,26,FREE delivery,https://www.amazon.eg//-/en/HP-Victus-15-fb2082wm-Gaming-Laptop/dp/B0D9KLD8FJ,https://www.amazon.eg//-/en/HP-Victus-15-fb2082wm-Gaming-Laptop/dp/B0D9KLD8FJ#customerReviews
"Acer Aspire 7|Core i5-1240P|512GB PCIe NVMe SSD|8GB RAM DDR4 3200Mhz|NVIDIA RTX 3050 VRAM GDDR6 4GB|15.6 FHD IPS 60Hz SlimBezel|Backlit Arabic Keyboard|FingerPrint TouchPad|DOS|1 Year Local Warranty""",29724.47,/Acer/NH.QHTEM.005/15.6 Inches/Black/512 GB/Core i5-1240P/8 GB/DOS/Backlit Keyboard/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Acer-i5-1240P-SlimBezel-Keyboard-FingerPrint/dp/B0BZQ16H4H,https://www.amazon.eg//-/en/Acer-i5-1240P-SlimBezel-Keyboard-FingerPrint/dp/B0BZQ16H4H#customerReviews
"Lenovo LOQ 15IRX9 Gaming Laptop - 13th Intel Core i7-13650HX and 16GB DDR5 RAM and 1TB SSD and AI Chip: LA1 and NVIDIA GeForce RTX 3050 6GB GDDR6 Graphics and 15.6 FHD (1920x1080) IPS 144Hz 100% sRGB and Win 11""",54482.88,/Acer/NH.QHTEM.005/15.6 Inches/Black/512 GB/Core i5-1240P/8 GB/DOS/Backlit Keyboard/Integrated,0,FREE delivery,https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-Laptop/dp/B0DC947Z6K,not available
"HP 15s-eq2383nia Laptop - Ryzen 3 5300U 4-Cores and 8GB RAM and 512GB SSD and AMD Radeon Graphics and 15.6 FHD (1920 x 1080) micro-edge anti-glare 250 nits and DOS - Jet Black""",17199,/HP/15s-eq2383nia/15 Inches/Black/512 GB/Ryzen 3 5300U/8 GB/DOS/AMD Ryzen™ 3 5300U (up to 3.8 GHz max boost clock 4 MB L3 cache 4 cores 8 threads)/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/HP-15s-eq2383nia-Laptop-micro-edge-anti-glare/dp/B0BBGY6W9C,https://www.amazon.eg//-/en/HP-15s-eq2383nia-Laptop-micro-edge-anti-glare/dp/B0BBGY6W9C#customerReviews
"Dell Vostro 3520 Laptop - 12th Intel Core i5-1235U 10-Cores and 8GB RAM and 256GB SSD and Intel UHD Graphics and 15.6 FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and Ubuntu - Carbon Black""",20684,/HP/15s-eq2383nia/15 Inches/Black/512 GB/Ryzen 3 5300U/8 GB/DOS/AMD Ryzen™ 3 5300U (up to 3.8 GHz max boost clock 4 MB L3 cache 4 cores 8 threads)/Integrated,2,FREE delivery,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CQF93P1T,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CQF93P1T#customerReviews
"ASUS Vivobook S 14 Flip and AMD Ryzen 5 7530U and 8GB DDR4 on board AMD Radeon Graphics and 15.6 (1920 x 1200) 16:10 IPS 300 Nits and 512GB SSD and Windows 11 (TN3402YA-LZ005W) 1 Year Perfect Warranty by ASUS""",29499,/HP/15s-eq2383nia/15 Inches/Black/512 GB/Ryzen 3 5300U/8 GB/DOS/AMD Ryzen™ 3 5300U (up to 3.8 GHz max boost clock 4 MB L3 cache 4 cores 8 threads)/Integrated,4,FREE delivery,https://www.amazon.eg//-/en/ASUS-Vivobook-Ryzen-Radeon-Graphics/dp/B0D2M21XCB,https://www.amazon.eg//-/en/ASUS-Vivobook-Ryzen-Radeon-Graphics/dp/B0D2M21XCB#customerReviews
"Lenovo Legion 5 15ACH6 Gaming Laptop - Ryzen 5-5600H and 16 GB RAM and 512 GB SSD and NVIDIA GeForce RTX 3050 Ti 4GB GDDR6 Graphics and 15.6 FHD (1920x1080) IPS 120Hz and Backlit Keyboard and WIN 11""",40999,/HP/15s-eq2383nia/15 Inches/Black/512 GB/Ryzen 3 5300U/8 GB/DOS/AMD Ryzen™ 3 5300U (up to 3.8 GHz max boost clock 4 MB L3 cache 4 cores 8 threads)/Integrated,12,FREE delivery,https://www.amazon.eg//-/en/Lenovo-Legion-15ACH6-Gaming-Laptop/dp/B0BWBTY5G3,https://www.amazon.eg//-/en/Lenovo-Legion-15ACH6-Gaming-Laptop/dp/B0BWBTY5G3#customerReviews
